"Greenland","GRL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","93.51873","","91.26756","","","","90.85762","","94.81959","92.37414","90.4796","94.68587","94.90236","95.55263","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","99.01715","99.01923","99.07225","99.04065","98.98434","98.92287","98.90964","98.2012","98.1077","98.41628","98.4171","98.62598","98.49798","98.47622","98.42028","98.44664","98.01005","98.09672","98.22948","95.82351","95.77806","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.35258","67.80886","","","","","","","82.81965","84.23955","85.00608","83.65057","84.47641","84.58215","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","95.82414","96.0854","96.13928","96.48945","96.48788","96.78463","96.8127","97.05382","97.09072","97.52279","97.45164","97.5025","97.5857","97.56591","97.61545","97.6049","97.62203","97.68671","97.90828","98.09514","98.25202","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","","92.38349","92.19883","91.87272","91.78676","91.61233","91.39635","91.15144","90.75119","89.51269","88.67137","88.20149","87.8741","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","99.45615","99.50052","99.42395","99.34752","99.33223","99.3293","99.26771","99.34222","99.4269","99.7296","99.47677","99.29687","99.25021","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.29169","99.22191","99.15848","99.16329","99.16306","99.03155","99.00245","98.84175","98.86265","98.928","98.84134","98.8989","98.89544","98.91031","98.78212","98.75015","98.73493","98.66776","98.63202","98.63568","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.24488","99.1735","99.10703","99.11182","99.11534","99.00182","98.98299","98.84266","98.88039","98.92453","98.84889","98.89359","98.89178","98.88996","98.78573","98.75973","98.75648","98.72984","98.7317","98.75248","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","98.44995","98.44942","98.35882","98.54995","98.54331","98.74906","98.5167","98.46209","98.39793","98.46837","98.20957","98.15525","98.1902","98.15504","98.19634","98.33472","98.36307","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"IDA only","IDX","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","99.172","98.97192","98.99687","98.95458","98.99543","99.03494","99.06943","99.04614","99.00709","99.08229","99.09961","99.09165","99.09777","99.06925","99.08302","99.09101","99.07875","99.15117","99.28522","99.39763","99.48983","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","97.45491","96.50036","96.8097","96.82748","96.87475","95.70014","96.38388","96.39187","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","99.89251","99.78664","99.7785","99.71677","99.74068","99.75991","","99.34793","99.76176","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","","","100","100","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","99.29733","99.09421","98.96357","99.85935","99.86164","99.86292","99.87789","99.87554","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","","100","100","100","100","100","","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","","100","100","100","100","100","100","100","","100","100","100","100","100","","100","100","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","","","100","","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","","","","","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","96.81907","96.67099","96.26476","95.96674","95.84151","95.7132","94.58397","94.94947","95.21484","94.97655","94.75662","94.30263","94.65229","94.34174","94.30035","93.70175","93.71542","93.42449","92.8867","92.56842","92.61432","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","99.96107","99.97215","99.91668","99.81969","99.81267","99.92563","99.63583","99.81653","99.8719","99.85673","99.90682","99.9787","99.99108","100","99.89513","99.88502","99.77802","99.84249","99.79619","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","90.86977","98.86595","98.95531","98.49539","98.80686","98.48871","98.51082","98.38487","97.98465","97.85166","97.2881","96.7828","97.06691","96.58779","96.76681","96.99462","96.53864","95.83686","95.86315","95.60812","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","89.00845","69.40889","","","","","","100","","100","100","","100","","","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","99.46875","99.63658","99.63646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","97.03805","94.53747","93.48199","95.39527","98.38963","98.54657","99.3912","99.4863","99.35181","99.57082","99.56151","99.33547","99.2134","99.17465","100","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","96.79557","96.7035","96.41434","96.14977","96.03008","95.91346","94.91072","95.25859","95.50689","95.40754","95.23748","94.8265","95.12845","94.87042","94.81232","94.26563","94.21833","93.9584","93.45872","93.17666","93.21897","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","99.63896","99.49508","99.49602","99.42382","99.45674","99.48118","99.44036","99.35645","99.30013","99.27265","99.27969","99.20646","99.08966","98.96655","98.93169","98.87926","98.87054","99.01102","99.31657","99.60831","99.69385","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.19066","99.19616","99.03913","99.09056","99.13875","99.25063","99.24689","99.25031","99.28043","99.27741","99.22599","99.19064","99.082","99.05786","99.01683","98.9447","99.03173","99.3049","99.47417","99.60899","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","96.34286","100","100","100","100","100","100","100","100","","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.53821","99.42895","99.44492","99.48598","99.51549","99.50784","99.49636","99.47318","99.51188","99.50153","99.49915","99.47455","99.52098","99.50248","99.45326","99.46873","99.50834","99.52563","99.56803","99.5662","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.26664","99.18544","99.11851","99.12563","99.12877","99.01485","98.9962","98.85861","98.88043","98.92261","98.84703","98.89635","98.89206","98.89257","98.78894","98.76975","98.76771","98.74112","98.73945","98.76003","","","","","","","","","","","","","","","","","","","",
"Lending category not classified","LNX","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","98.68417","98.15696","97.94533","98.32087","98.9464","98.89646","98.6086","98.78589","98.59888","95.55024","95.56452","95.6049","96.93996","96.84671","97.16258","98.36152","98.84811","100","100","98.91219","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.85236","99.84158","99.82949","99.86569","99.88287","99.87663","99.75136","99.37786","99.47364","99.65748","99.69794","99.7135","99.74912","99.76756","99.7701","99.70485","99.73032","99.70797","99.68389","99.68404","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.17461","99.1974","99.31226","99.17756","99.18199","99.06525","98.59635","98.5228","98.65373","98.60381","98.56572","98.58077","98.64062","98.55706","98.63866","99.18014","98.99663","98.88531","98.79951","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","35.76067","100","100","100","100","100","100","100","100","100","100","","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.52748","99.5591","99.81861","99.87798","99.70896","99.66859","99.65483","99.65139","99.60371","99.50226","99.56441","99.43248","99.47728","99.55601","99.56817","99.59299","99.61315","99.65618","99.59975","99.68371","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","95.82742","94.14345","93.85965","94.60746","95.01354","95.79819","96.0657","96.39625","99.88851","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","96.37418","96.79071","96.61453","96.88912","96.91793","97.27526","97.29225","97.30907","97.46635","97.99895","97.83658","97.95701","97.97962","97.95518","97.97382","97.99058","97.98486","","97.6391","","","","","","","","","","","","","","","","","","","",
"Monaco","MCO","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","95.6151","100","100","100","","","","","","","100","93.03136","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","98.6258","99.19369","99.28044","99.18157","98.38455","","99.61391","99.61424","99.75234","99.58335","99.58473","99.74172","99.70415","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","98.4513","98.29227","98.15376","98.29372","98.45562","98.65899","98.4795","98.4852","98.51111","98.39262","98.32799","98.47172","98.80802","98.85447","98.64415","98.58817","98.7417","98.72287","98.55209","98.51613","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","84.63221","83.53433","81.59872","81.27905","80.68262","78.52522","80.21969","81.53207","80.44034","79.90587","78.08312","78.86483","77.66403","77.60188","76.11674","76.59081","76.50988","75.79302","74.88643","75.47476","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","","","100","100","100","100","100","100","100","100","","100","100","","","96.94882","98.06421","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.26972","99.18498","99.12192","99.12718","99.12831","99.00248","98.98212","98.83438","98.85329","98.89711","98.81765","98.87186","98.87514","98.87689","98.7661","98.75245","98.74135","98.68359","98.66309","98.67071","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","","100","100","100","100","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.39562","99.33142","99.5065","99.57526","99.92771","100","100","100","100","100","100","100","99.59049","99.8116","100","99.4582","99.37198","99.22824","99.605","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","","","","100","","100","100","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","98.28612","98.114","97.9597","98.11554","98.29621","98.52715","98.32471","98.32724","98.34813","98.20748","98.12557","98.28721","98.67653","98.73409","98.4986","98.3959","98.57319","98.55284","98.35658","98.31568","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","","","100","100","100","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","100","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","86.8366","88.77183","89.82063","91.42487","","93.6071","93.99977","94.50764","95.29697","95.83579","95.80199","96.50327","97.07474","97.30178","97.34304","97.30444","97.66475","","98.69263","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","98.86955","99.10194","99.21337","99.26299","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Montserrat","MSR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","94.50331","94.65539","94.66682","94.19481","92.87062","91.35521","90.38175","88.53872","87.76707","88.78273","89.89023","90.34051","90.77125","90.76346","91.04602","87.23588","84.86316","86.6496","85.26605","85.62703","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.92079","99.8346","99.7757","99.79772","99.83202","","","","","","","","","","","","","","","","","","","",
"Mayotte","MYT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North America","NAC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","","100","100","","","","100","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","98.88679","","100","100","100","100","100","99.87293","99.84753","99.88103","99.87183","100","100","99.15945","99.07715","99.74855","99.02054","98.64327","98.70881","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","99.79341","99.79122","99.80791","99.49732","","99.14922","99.25159","99.26326","99.35949","99.22595","","99.94586","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niue","NIU","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","98.59493","96.77053","96.27261","95.32297","94.73945","94.4779","64.45519","64.82678","74.97863","75.0687","75.0785","75.17175","75.31867","72.73533","73.39894","","","94.27926","94.69456","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","","","100","100","","","","","100","","","","","100","","100","","100","","","","","","","","","","","","","","","","","","","","",
